file name,ego maneuver,ego augmented maneuver,target maneuver,minimum distance btw ego and target
107490.csv,go_straight,"['accelerate', 'left_brake', 'right']",left_lane_change,3.093142
107491.csv,go_straight,"['right', 'right_brake', 'brake']",go_straight,11.815532
107492.csv,go_straight,['accelerate'],go_straight,4.481799
107493.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",0,28.130129
107495.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,0.022397345
107496.csv,right_lane_change,"['left_brake', 'left', 'brake']",LEFT,0.570748
107497.csv,go_straight,['left'],go_straight,37.003067
107498.csv,not_defined,['brake'],go_straight,0.2722575
107499.csv,go_straight,"['left_brake', 'accelerate', 'right']",go_straight,12.783533
1075.csv,go_straight,['accelerate'],go_straight,21.938456
10750.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",LEFT,7.873503
107500.csv,go_straight,['accelerate'],not_defined,3.8982964
107501.csv,go_straight,"['left_brake', 'left']",go_straight,22.426186
107502.csv,go_straight,"['left_accelerate', 'right', 'brake', 'right_brake']",go_straight,3.086598
107503.csv,go_straight,['left'],go_straight,5.5942755
107504.csv,LEFT,['brake'],go_straight,0.25102502
107505.csv,go_straight,"['left', 'brake']",go_straight,0.4413133
107507.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",RIGHT,0.10936335
107508.csv,go_straight,['left'],left_lane_change,3.37377
107509.csv,go_straight,['right'],go_straight,3.2887702
10751.csv,go_straight,"['left_brake', 'left', 'brake']",go_straight,0.0743336
107510.csv,go_straight,['no_augmentations'],LEFT,14.794881
107511.csv,go_straight,"['right', 'left_brake', 'accelerate', 'right_brake', 'right_accelerate', 'left_accelerate']",RIGHT,3.2259815
107512.csv,go_straight,"['right', 'left_accelerate', 'right_brake', 'brake']",go_straight,2.668274
107513.csv,go_straight,['accelerate'],not_defined,19.972109
107514.csv,go_straight,"['right', 'accelerate', 'right_accelerate']",go_straight,11.661632
107515.csv,go_straight,"['right', 'left_brake', 'accelerate', 'right_accelerate']",LEFT,19.152472
107516.csv,go_straight,['accelerate'],not_defined,47.746983
107517.csv,go_straight,"['brake', 'left_brake', 'left']",right_lane_change,8.600944
107518.csv,RIGHT,"['brake', 'accelerate', 'left_brake', 'left', 'left_accelerate']",not_defined,4.1036525
107519.csv,go_straight,"['accelerate', 'right', 'right_accelerate']",go_straight,39.00644
107520.csv,go_straight,['left'],go_straight,3.06292
107521.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,6.7724423
107522.csv,go_straight,['accelerate'],left_lane_change,0.73525274
107523.csv,RIGHT,['brake'],go_straight,0.10197745
107524.csv,go_straight,"['left', 'left_brake', 'brake', 'left_accelerate']",LEFT,0.30548573
107525.csv,go_straight,['right'],go_straight,15.226766
107526.csv,RIGHT,"['left', 'left_brake']",go_straight,7.9270263
107527.csv,go_straight,['right'],right_lane_change,27.2231
107529.csv,go_straight,"['right', 'left_brake', 'accelerate', 'right_accelerate']",go_straight,3.2524042
10753.csv,LEFT,['brake'],go_straight,0.045033094
107530.csv,go_straight,['accelerate'],LEFT,2.3367949
107531.csv,go_straight,"['right', 'accelerate', 'left_brake', 'right_accelerate']",go_straight,0.73001033
107532.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,24.003616
107533.csv,go_straight,['right'],go_straight,3.2889228
107535.csv,go_straight,"['accelerate', 'left_brake']",RIGHT,4.3799067
107537.csv,go_straight,"['right', 'left_brake', 'accelerate', 'right_accelerate']",LEFT,0.89602536
107538.csv,go_straight,['accelerate'],go_straight,7.3185716
107539.csv,not_defined,"['right_brake', 'left_accelerate']",go_straight,2.4990396
107540.csv,go_straight,['accelerate'],not_defined,0.038432766
107541.csv,go_straight,"['right', 'accelerate', 'right_accelerate', 'left_brake']",RIGHT,26.254124
107542.csv,go_straight,"['accelerate', 'right']",go_straight,11.520248
107543.csv,go_straight,['accelerate'],go_straight,35.281597
107544.csv,go_straight,"['left_brake', 'accelerate']",RIGHT,20.188305
107545.csv,go_straight,"['right', 'left_brake', 'accelerate']",go_straight,40.869736
107546.csv,go_straight,"['brake', 'accelerate']",go_straight,6.010002
107547.csv,go_straight,"['brake', 'accelerate']",go_straight,7.1432505
107548.csv,go_straight,['accelerate'],LEFT,3.326517
107549.csv,go_straight,['right'],RIGHT,8.553411
10755.csv,LEFT,"['right', 'accelerate', 'left_brake', 'right_accelerate']",go_straight,2.9961705
107550.csv,go_straight,"['left_accelerate', 'accelerate', 'right', 'right_brake', 'left_brake', 'right_accelerate', 'brake']",go_straight,2.7610638
107551.csv,go_straight,['left'],go_straight,18.205248
107552.csv,right_lane_change,['left'],right_lane_change,0.3864665
107553.csv,go_straight,['left'],go_straight,2.6995933
107554.csv,go_straight,['accelerate'],LEFT,8.143624
107555.csv,go_straight,['accelerate'],go_straight,32.535397
107558.csv,go_straight,"['right_accelerate', 'accelerate']",LEFT,15.958963
107559.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",RIGHT,20.555426
10756.csv,go_straight,"['brake', 'right', 'left_brake', 'accelerate', 'left_accelerate']",RIGHT,6.752452
107560.csv,go_straight,['brake'],LEFT,6.89622
107561.csv,go_straight,"['brake', 'right', 'right_brake', 'left_accelerate']",go_straight,0.07629551
107562.csv,go_straight,"['right', 'brake', 'left_brake', 'left_accelerate', 'right_brake']",right_lane_change,5.4120293
107564.csv,go_straight,"['right_accelerate', 'right']",go_straight,2.8102663
107565.csv,go_straight,"['left_brake', 'accelerate']",go_straight,3.226526
107566.csv,go_straight,"['left_accelerate', 'brake', 'right']",go_straight,0.06055798
107567.csv,go_straight,['right'],not_defined,2.732217
107568.csv,go_straight,"['right', 'brake', 'left_accelerate', 'right_brake', 'accelerate']",go_straight,0.19619551
107569.csv,LEFT,"['right', 'brake', 'right_brake']",go_straight,0.1926081
10757.csv,go_straight,['left'],LEFT,56.18638
107570.csv,go_straight,"['left', 'left_brake', 'brake']",go_straight,2.6733468
107571.csv,go_straight,['accelerate'],LEFT,26.239012
107572.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",LEFT,3.4243243
107573.csv,LEFT,"['left_brake', 'right', 'accelerate', 'left_accelerate', 'brake']",go_straight,2.5598261
107574.csv,go_straight,['accelerate'],LEFT,3.6211383
107575.csv,go_straight,['brake'],go_straight,2.934508
107576.csv,go_straight,['accelerate'],go_straight,8.677475
107577.csv,go_straight,"['right', 'left_accelerate', 'brake', 'right_brake']",go_straight,2.22874
107578.csv,go_straight,['accelerate'],LEFT,18.14206
107579.csv,go_straight,"['right', 'accelerate', 'left_brake']",go_straight,3.0693111
10758.csv,go_straight,"['accelerate', 'left_brake', 'right']",go_straight,20.129467
107580.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,8.662965
107582.csv,go_straight,"['right', 'right_brake', 'left_accelerate', 'left_brake', 'right_accelerate']",go_straight,0.12581186
107583.csv,go_straight,"['left_brake', 'accelerate', 'right']",go_straight,14.066089
107584.csv,go_straight,['left'],go_straight,0.16848962
107586.csv,go_straight,"['left', 'accelerate']",not_defined,3.0519173
107588.csv,go_straight,"['left_accelerate', 'right', 'brake']",LEFT,29.88167
107589.csv,go_straight,['accelerate'],go_straight,9.709729
10759.csv,go_straight,['accelerate'],go_straight,41.47477
107591.csv,go_straight,['accelerate'],go_straight,34.214165
107592.csv,go_straight,['right'],not_defined,3.053804
107594.csv,LEFT,"['left_accelerate', 'brake', 'right']",not_defined,10.511446
107595.csv,go_straight,"['left_accelerate', 'left', 'accelerate', 'left_brake', 'brake']",go_straight,5.3426023
107596.csv,go_straight,"['right_accelerate', 'accelerate', 'right', 'right_brake']",go_straight,5.1007466
107597.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",LEFT,18.318699
107599.csv,go_straight,['right'],go_straight,0.05409495
1076.csv,go_straight,"['brake', 'accelerate']",not_defined,10.152395
10760.csv,go_straight,['accelerate'],go_straight,18.33328
107600.csv,go_straight,"['accelerate', 'right', 'left_brake']",go_straight,0.17266801
107601.csv,go_straight,"['accelerate', 'left_brake']",go_straight,8.034362
107602.csv,go_straight,"['left_brake', 'left', 'brake', 'left_accelerate', 'accelerate']",go_straight,3.3160594
107604.csv,go_straight,['accelerate'],go_straight,0.4251193
107606.csv,go_straight,"['right', 'left_accelerate', 'right_accelerate', 'left_brake', 'brake', 'accelerate', 'right_brake']",go_straight,0.5587176
107607.csv,go_straight,"['accelerate', 'left_brake', 'right']",not_defined,12.418741
107608.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,0.13407744
10761.csv,go_straight,['brake'],right_lane_change,0.031181738
107610.csv,go_straight,"['left', 'left_accelerate']",go_straight,5.7904687
107611.csv,RIGHT,"['right', 'accelerate', 'brake', 'left_brake', 'left_accelerate']",go_straight,0.04472657
107612.csv,go_straight,['right'],go_straight,0.21203582
107613.csv,go_straight,['accelerate'],go_straight,25.420633
107615.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,35.828022
107617.csv,go_straight,"['accelerate', 'left_brake', 'right']",LEFT,18.491882
107618.csv,go_straight,"['right', 'left_brake']",LEFT,31.035654
107619.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",LEFT,4.820034
10762.csv,LEFT,['no_augmentations'],go_straight,0.13501056
107620.csv,go_straight,"['left_accelerate', 'right', 'brake', 'right_brake']",go_straight,0.0621977
107622.csv,go_straight,"['accelerate', 'brake']",go_straight,0.14201626
107623.csv,go_straight,"['left_accelerate', 'accelerate', 'brake', 'left']",go_straight,4.105931
107624.csv,go_straight,"['left', 'left_accelerate']",go_straight,2.5440688
107626.csv,go_straight,"['accelerate', 'brake', 'left', 'left_accelerate', 'left_brake']",not_defined,36.518982
107627.csv,go_straight,"['left_brake', 'accelerate', 'right']",LEFT,26.928686
107628.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,0.059376292
107629.csv,go_straight,"['accelerate', 'brake']",go_straight,3.0694578
107630.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,36.70302
107631.csv,LEFT,"['accelerate', 'brake']",not_defined,2.9772465
107632.csv,go_straight,"['left_accelerate', 'left_brake', 'left', 'brake', 'accelerate']",go_straight,0.16205072
107633.csv,go_straight,"['left', 'left_brake']",go_straight,5.341426
107634.csv,go_straight,['accelerate'],go_straight,20.911558
107635.csv,go_straight,"['left_brake', 'left', 'brake']",not_defined,2.1646047
107636.csv,right_lane_change,['left'],go_straight,32.211536
107637.csv,go_straight,"['right', 'accelerate', 'left_brake', 'left_accelerate']",go_straight,0.04971425
107638.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,3.069414
107639.csv,RIGHT,"['accelerate', 'right', 'left_brake']",go_straight,0.3729895
10764.csv,go_straight,['accelerate'],LEFT,6.5699663
107640.csv,go_straight,"['brake', 'left_brake', 'left']",go_straight,0.020917257
107641.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",RIGHT,7.887733
107643.csv,go_straight,"['brake', 'accelerate', 'left_brake', 'left_accelerate', 'left']",go_straight,2.9021764
107644.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,0.087010704
107645.csv,go_straight,['accelerate'],RIGHT,11.554463
107646.csv,go_straight,['right'],go_straight,6.526966
107647.csv,go_straight,['accelerate'],go_straight,2.5428717
107648.csv,go_straight,"['brake', 'accelerate']",go_straight,3.1408648
107649.csv,go_straight,"['brake', 'accelerate']",go_straight,0.068942524
10765.csv,go_straight,['right'],go_straight,6.502918
107650.csv,go_straight,"['brake', 'accelerate']",LEFT,3.9939735
107651.csv,go_straight,['right'],left_lane_change,23.548592
107652.csv,LEFT,"['left_brake', 'right', 'accelerate']",RIGHT,25.215332
107653.csv,go_straight,"['left', 'left_brake', 'brake']",go_straight,2.6450083
107654.csv,go_straight,"['accelerate', 'left_brake', 'right', 'right_accelerate']",go_straight,3.333774
107655.csv,go_straight,"['right', 'left_brake', 'accelerate']",go_straight,0.2397087
107656.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",not_defined,14.715534
107657.csv,go_straight,"['right', 'left_brake', 'right_brake', 'left_accelerate', 'accelerate', 'brake', 'right_accelerate']",go_straight,14.356292
107658.csv,go_straight,['no_augmentations'],RIGHT,26.614046
10766.csv,go_straight,['accelerate'],go_straight,0.1551965
107660.csv,go_straight,"['accelerate', 'brake']",go_straight,0.20347162
107661.csv,go_straight,['right'],go_straight,11.220718
107662.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",not_defined,26.192225
107663.csv,go_straight,"['left_brake', 'right', 'accelerate']",go_straight,6.793575
107664.csv,go_straight,"['right_accelerate', 'left_brake', 'right', 'accelerate']",RIGHT,2.7711232
107665.csv,go_straight,"['brake', 'right_brake', 'right']",not_defined,0.022380186
107666.csv,go_straight,"['left', 'accelerate']",LEFT,6.97525
107667.csv,go_straight,"['accelerate', 'right_accelerate', 'right', 'brake']",go_straight,0.16598408
107668.csv,go_straight,"['right_accelerate', 'right', 'left_brake', 'accelerate']",0,26.35626
107669.csv,go_straight,['left'],right_lane_change,13.099647
10767.csv,go_straight,['brake'],go_straight,2.8232706
107670.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,2.850045
107671.csv,go_straight,['left'],not_defined,0.06882255
107672.csv,go_straight,"['right', 'brake', 'accelerate', 'left_brake', 'right_accelerate', 'right_brake', 'left_accelerate']",RIGHT,3.4656441
107673.csv,right_lane_change,"['left', 'left_brake', 'brake']",go_straight,5.041169
107674.csv,go_straight,['left'],go_straight,2.3644063
107675.csv,go_straight,"['left_brake', 'brake', 'left']",right_lane_change,1.6207885
107676.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,0.36494827
107678.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",RIGHT,10.225114
107679.csv,go_straight,['left'],go_straight,2.658434
10768.csv,go_straight,"['left_brake', 'right', 'accelerate']",RIGHT,7.4256854
107680.csv,go_straight,['accelerate'],RIGHT,9.607015
107681.csv,go_straight,"['brake', 'left_brake', 'left']",RIGHT,0.34179303
107682.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",RIGHT,21.421246
107683.csv,go_straight,"['right', 'left_brake', 'accelerate', 'right_accelerate']",go_straight,5.3441615
107684.csv,RIGHT,"['accelerate', 'brake']",go_straight,18.09852
107685.csv,go_straight,['right'],go_straight,3.3325582
107686.csv,go_straight,"['right', 'right_brake', 'accelerate', 'brake']",go_straight,2.6183646
107688.csv,go_straight,['no_augmentations'],go_straight,0.31485876
107689.csv,RIGHT,['brake'],RIGHT,0.10826033
10769.csv,go_straight,['right'],not_defined,12.695077
107692.csv,go_straight,['accelerate'],go_straight,0.12080547
107694.csv,go_straight,['no_augmentations'],RIGHT,14.441789
107695.csv,RIGHT,['left'],go_straight,3.1818683
107696.csv,go_straight,['brake'],RIGHT,36.913643
107697.csv,go_straight,"['brake', 'right_brake', 'right']",go_straight,0.18083435
107698.csv,go_straight,"['left_brake', 'right', 'accelerate', 'right_accelerate']",go_straight,4.6600094
107699.csv,go_straight,"['right_accelerate', 'accelerate']",go_straight,20.416616
1077.csv,go_straight,['left'],go_straight,5.750944
10770.csv,go_straight,['accelerate'],go_straight,0.16601333
107700.csv,go_straight,"['accelerate', 'left', 'left_brake', 'left_accelerate']",LEFT,30.962294
107702.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",left_lane_change,23.05488
107703.csv,go_straight,"['left_accelerate', 'left', 'accelerate', 'brake', 'left_brake']",not_defined,1.0406785
107704.csv,go_straight,['right'],go_straight,3.7284951
107705.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,0.054225195
107706.csv,go_straight,"['left_accelerate', 'left']",go_straight,32.082367
107707.csv,go_straight,"['right', 'right_brake', 'brake', 'left_accelerate']",go_straight,3.6623497
107708.csv,go_straight,"['accelerate', 'brake']",go_straight,3.2664561
107709.csv,go_straight,"['right', 'left_brake', 'accelerate']",go_straight,14.413192
10771.csv,go_straight,"['accelerate', 'brake']",LEFT,0.41328287
107710.csv,go_straight,['left'],go_straight,7.197974
107711.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",LEFT,4.072739
107712.csv,LEFT,['right'],go_straight,0.43165514
107713.csv,go_straight,"['accelerate', 'brake']",go_straight,31.78518
107715.csv,go_straight,['accelerate'],go_straight,17.737156
107716.csv,not_defined,"['brake', 'left_accelerate', 'right']",RIGHT,7.0045414
107717.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,5.693386
107718.csv,go_straight,['accelerate'],go_straight,0.107223675
107719.csv,go_straight,"['right_accelerate', 'accelerate', 'right', 'brake']",go_straight,5.077752
10772.csv,go_straight,['left'],go_straight,5.516192
107720.csv,go_straight,['accelerate'],LEFT,18.124685
107721.csv,go_straight,['left'],LEFT,10.80271
107722.csv,go_straight,"['accelerate', 'left_brake', 'right']",go_straight,6.2041717
107723.csv,go_straight,"['left', 'left_brake', 'brake', 'left_accelerate', 'accelerate']",RIGHT,6.1360755
107725.csv,go_straight,"['left_brake', 'brake', 'left']",go_straight,8.350614
107727.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,2.714478
107728.csv,go_straight,['accelerate'],LEFT,15.384378
107729.csv,go_straight,['right'],go_straight,45.897194
10773.csv,LEFT,['right'],go_straight,2.7838361
107730.csv,go_straight,"['accelerate', 'brake']",LEFT,26.111233
107731.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",LEFT,10.821622
107732.csv,go_straight,"['accelerate', 'brake']",not_defined,0.31835338
107733.csv,go_straight,['left'],go_straight,0.17972367
107734.csv,go_straight,"['right_brake', 'right', 'accelerate', 'brake', 'right_accelerate']",0,6.5151863
107735.csv,go_straight,['right'],left_lane_change,6.162517
107736.csv,go_straight,['brake'],go_straight,25.319855
107737.csv,go_straight,['left'],LEFT,7.601701
107738.csv,go_straight,"['left_brake', 'accelerate', 'right']",LEFT,18.702238
107739.csv,go_straight,['accelerate'],go_straight,0.11690876
10774.csv,go_straight,"['left_brake', 'accelerate', 'right']",RIGHT,20.747524
107740.csv,go_straight,"['accelerate', 'left_brake']",RIGHT,76.63625
107741.csv,go_straight,['left'],go_straight,2.379837
107742.csv,go_straight,"['accelerate', 'brake']",go_straight,0.43089637
107743.csv,RIGHT,['brake'],go_straight,0.46735683
107744.csv,go_straight,"['accelerate', 'right_accelerate', 'left_brake']",LEFT,23.177937
107745.csv,LEFT,['brake'],go_straight,13.455726
107746.csv,go_straight,"['left_brake', 'accelerate', 'right']",go_straight,3.1438122
107747.csv,go_straight,['right'],go_straight,0.50459707
107749.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,26.065254
10775.csv,go_straight,['accelerate'],not_defined,7.523138
107750.csv,go_straight,"['accelerate', 'right', 'right_accelerate']",go_straight,0.037480954
107751.csv,go_straight,['right'],not_defined,0.43301016
107753.csv,go_straight,"['left_brake', 'left', 'brake']",not_defined,3.8655195
107754.csv,go_straight,['right'],right_lane_change,0.34348026
107755.csv,go_straight,"['left_brake', 'accelerate', 'left_accelerate', 'right', 'brake']",LEFT,0.49488845
107756.csv,go_straight,"['accelerate', 'right']",0,49.69491
107757.csv,go_straight,"['brake', 'left_brake', 'left']",go_straight,13.697021
107758.csv,go_straight,"['accelerate', 'right_accelerate']",LEFT,19.064781
107759.csv,LEFT,"['accelerate', 'left_brake', 'right', 'left_accelerate', 'brake']",right_lane_change,0.037114445
10776.csv,go_straight,['right'],go_straight,3.2732651
107760.csv,go_straight,"['accelerate', 'right']",go_straight,2.8406658
107761.csv,not_defined,['right'],go_straight,0.10598516
107762.csv,go_straight,['no_augmentations'],go_straight,2.6614304
107763.csv,go_straight,"['left', 'left_brake', 'brake']",go_straight,18.985361
107764.csv,go_straight,['left'],go_straight,3.2813556
107765.csv,go_straight,"['brake', 'accelerate']",go_straight,0.08969585
107766.csv,go_straight,"['right', 'right_accelerate', 'accelerate']",go_straight,2.6588497
107767.csv,go_straight,['left'],go_straight,24.524406
107768.csv,go_straight,['no_augmentations'],RIGHT,25.462563
107769.csv,go_straight,"['right', 'right_brake', 'brake', 'right_accelerate', 'accelerate']",go_straight,2.369842
10777.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",LEFT,19.651974
107771.csv,go_straight,"['accelerate', 'left', 'left_accelerate', 'left_brake']",go_straight,2.5400488
107772.csv,go_straight,"['left_brake', 'brake', 'right', 'accelerate', 'left_accelerate']",go_straight,2.6411064
107773.csv,go_straight,"['right_brake', 'left_brake', 'right_accelerate', 'left_accelerate', 'right', 'brake', 'accelerate']",go_straight,3.258315
107774.csv,go_straight,"['right', 'accelerate', 'left_brake']",LEFT,13.450951
107775.csv,go_straight,['left'],not_defined,33.37777
107776.csv,go_straight,"['right', 'right_brake', 'left_accelerate', 'brake', 'accelerate']",go_straight,3.6919081
107777.csv,go_straight,['right'],go_straight,0.1549472
107778.csv,go_straight,['right'],not_defined,0.13523738
107779.csv,go_straight,['right'],go_straight,0.04617004
10778.csv,go_straight,"['accelerate', 'brake']",go_straight,2.509188
107780.csv,go_straight,"['right', 'brake', 'left_accelerate']",go_straight,4.0646343
107781.csv,go_straight,['right'],go_straight,41.334854
107782.csv,go_straight,"['left_brake', 'right', 'right_accelerate', 'accelerate', 'right_brake', 'left_accelerate']",go_straight,0.19410044
107783.csv,go_straight,['left'],go_straight,5.000122
107784.csv,go_straight,['no_augmentations'],not_defined,25.456072
107785.csv,go_straight,['no_augmentations'],RIGHT,30.491346
107786.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,28.737291
107787.csv,go_straight,['accelerate'],go_straight,3.4646466
107788.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,5.469335
107789.csv,go_straight,"['right_brake', 'right']",not_defined,2.9091856
10779.csv,go_straight,['right'],go_straight,3.0491383
107790.csv,go_straight,"['right_brake', 'right', 'left_accelerate', 'brake', 'accelerate', 'left_brake', 'right_accelerate']",go_straight,0.013760958
107791.csv,go_straight,"['left', 'left_brake', 'accelerate', 'brake', 'left_accelerate']",not_defined,3.0736082
107792.csv,go_straight,"['left_brake', 'left', 'brake']",go_straight,8.108727
107795.csv,go_straight,['right'],go_straight,10.743765
107796.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",left_lane_change,1.2283243
107797.csv,go_straight,"['right', 'left_accelerate', 'brake', 'accelerate', 'left_brake']",go_straight,3.5435867
107799.csv,go_straight,"['right', 'left_brake', 'accelerate']",left_lane_change,70.22656
10780.csv,go_straight,['accelerate'],go_straight,6.996922
107800.csv,go_straight,"['brake', 'left_brake', 'left']",go_straight,3.6487458
107801.csv,go_straight,"['right', 'left_accelerate']",go_straight,2.7207818
107803.csv,go_straight,"['right', 'right_brake', 'brake', 'left_accelerate']",go_straight,2.3228784
107804.csv,go_straight,['right'],RIGHT,0.07621891
107805.csv,go_straight,"['accelerate', 'right', 'left_brake', 'right_accelerate']",go_straight,5.614335
107806.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,2.48234
107807.csv,go_straight,"['accelerate', 'brake']",go_straight,3.3844018
107808.csv,go_straight,['left'],go_straight,0.35493514
107809.csv,LEFT,['brake'],go_straight,2.7234876
10781.csv,go_straight,['left'],not_defined,9.555462
107810.csv,right_lane_change,"['left_accelerate', 'left', 'accelerate', 'left_brake']",go_straight,2.796461
107811.csv,go_straight,"['right', 'brake', 'left_brake', 'right_brake', 'accelerate', 'left_accelerate', 'right_accelerate']",go_straight,2.3950672
107812.csv,go_straight,"['right', 'left_brake', 'accelerate']",RIGHT,22.787918
107813.csv,go_straight,"['left_brake', 'right', 'accelerate', 'right_accelerate']",left_lane_change,2.300792
107814.csv,RIGHT,"['brake', 'left', 'left_brake']",RIGHT,3.7048037
107815.csv,go_straight,['accelerate'],go_straight,5.2977157
107816.csv,go_straight,"['right', 'brake']",not_defined,0.1750851
107817.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,30.488625
107818.csv,go_straight,['accelerate'],RIGHT,25.611584
107821.csv,go_straight,"['right_accelerate', 'right', 'left_brake', 'brake', 'right_brake', 'accelerate', 'left_accelerate']",LEFT,0.84408957
107822.csv,go_straight,['right'],not_defined,0.0427274
107823.csv,go_straight,['right'],left_lane_change,2.2716548
107824.csv,go_straight,['accelerate'],go_straight,10.251349
107826.csv,go_straight,"['left_brake', 'brake', 'left']",go_straight,2.6655505
107827.csv,go_straight,"['right_accelerate', 'accelerate']",go_straight,22.146759
107828.csv,go_straight,['no_augmentations'],RIGHT,20.906536
107829.csv,right_lane_change,"['left_accelerate', 'left_brake', 'accelerate', 'left']",go_straight,44.072235
10783.csv,go_straight,"['brake', 'right', 'left_accelerate', 'right_brake']",go_straight,3.7710264
107831.csv,go_straight,['left'],go_straight,2.327062
107832.csv,go_straight,['brake'],go_straight,7.039875
107833.csv,go_straight,['right'],LEFT,1.3729825
107834.csv,go_straight,"['accelerate', 'left', 'brake', 'left_accelerate', 'left_brake']",go_straight,2.9841607
107835.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,2.78395
107836.csv,right_lane_change,"['brake', 'left', 'right', 'right_brake']",LEFT,13.575513
107837.csv,go_straight,"['accelerate', 'brake']",go_straight,0.05758472
107838.csv,go_straight,['right'],go_straight,3.0303712
107839.csv,go_straight,['accelerate'],right_lane_change,4.5119877
10784.csv,RIGHT,['brake'],go_straight,6.124187
107840.csv,go_straight,['left'],go_straight,34.989487
107841.csv,go_straight,['left'],go_straight,54.883522
107842.csv,go_straight,['right'],go_straight,3.1258574
107844.csv,go_straight,['accelerate'],go_straight,12.639918
107845.csv,go_straight,"['left_accelerate', 'accelerate', 'left', 'left_brake', 'brake']",go_straight,13.865635
107846.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,19.178938
107847.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,20.688559
107848.csv,go_straight,['brake'],RIGHT,2.4022317
10785.csv,go_straight,"['left', 'brake', 'left_brake']",go_straight,2.7384717
107851.csv,go_straight,"['accelerate', 'brake']",RIGHT,40.06213
107852.csv,go_straight,['right'],go_straight,6.7040186
107853.csv,go_straight,['right'],go_straight,4.6644187
107854.csv,go_straight,"['left_brake', 'left', 'left_accelerate', 'accelerate', 'brake']",go_straight,0.079580106
107856.csv,go_straight,['right'],not_defined,44.700603
107857.csv,not_defined,"['left_brake', 'right', 'right_accelerate', 'accelerate']",go_straight,2.8486001
107858.csv,go_straight,"['right', 'accelerate']",go_straight,29.864101
107859.csv,go_straight,"['right_accelerate', 'right', 'accelerate']",go_straight,25.027706
10786.csv,go_straight,"['left', 'accelerate']",go_straight,20.360733
107861.csv,go_straight,"['right_accelerate', 'accelerate', 'right']",go_straight,1.3425468
107862.csv,LEFT,"['right', 'accelerate', 'left_brake', 'brake']",0,23.80761
107863.csv,go_straight,['accelerate'],LEFT,25.236006
107864.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,2.450933
107865.csv,go_straight,['left'],go_straight,19.343445
107866.csv,go_straight,"['brake', 'accelerate']",go_straight,3.1652627
107867.csv,go_straight,"['left_brake', 'right', 'accelerate', 'right_accelerate']",go_straight,63.89055
107868.csv,go_straight,['brake'],RIGHT,4.725908
107870.csv,go_straight,['left'],go_straight,0.22114055
107871.csv,go_straight,"['right', 'right_brake', 'left_accelerate', 'brake']",go_straight,3.7672374
107872.csv,RIGHT,['accelerate'],LEFT,1.9383634
107873.csv,go_straight,['accelerate'],LEFT,0.20688573
107874.csv,go_straight,"['left_brake', 'accelerate', 'right']",go_straight,0.10378303
107875.csv,go_straight,"['left_accelerate', 'left']",go_straight,2.8795204
107876.csv,go_straight,['accelerate'],not_defined,26.844687
107877.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",not_defined,5.1051674
